feature,importance
Patient_ID_PT0012160,4.451326802146546e-08
Patient_ID_PT0008600,4.451311311398719e-08
Patient_ID_PT0001244,4.451287518012797e-08
Patient_ID_PT0032532,4.45068215368613e-08
Patient_ID_PT0021826,4.450239489274783e-08
Patient_ID_PT0016578,4.449721867901288e-08
Patient_ID_PT0036758,4.449710444678613e-08
Patient_ID_PT0038393,4.448611116991517e-08
Patient_ID_PT0015966,4.4484024021837e-08
Patient_ID_PT0044445,4.447657670097095e-08
Patient_ID_PT0003631,4.44749892301826e-08
Patient_ID_PT0012734,4.447328027923179e-08
Patient_ID_PT0039674,4.44706568058571e-08
Patient_ID_PT0021953,4.4467329442900736e-08
Patient_ID_PT0047739,4.446566349594938e-08
Patient_ID_PT0039049,4.4463493371236774e-08
Patient_ID_PT0026996,4.44626281350837e-08
Patient_ID_PT0009315,4.446206980240524e-08
Patient_ID_PT0025490,4.4458315562572415e-08
Patient_ID_PT0026892,4.445193084366864e-08
Patient_ID_PT0040340,4.4450137976622925e-08
Patient_ID_PT0025805,4.444882599850546e-08
Patient_ID_PT0028108,4.44435830239587e-08
Patient_ID_PT0023344,4.443294857981631e-08
Patient_ID_PT0030819,4.4431830193810584e-08
Patient_ID_PT0028930,4.4430914307741755e-08
Patient_ID_PT0022780,4.442811098595636e-08
Patient_ID_PT0002389,4.441338226230643e-08
Patient_ID_PT0027556,4.4413266715885527e-08
Patient_ID_PT0020889,4.4412797836407144e-08
Patient_ID_PT0018074,4.440980297122007e-08
Patient_ID_PT0034213,4.4408796060965096e-08
Patient_ID_PT0017801,4.440774920807791e-08
Patient_ID_PT0033496,4.440633504367078e-08
Patient_ID_PT0028312,4.439419042992537e-08
Patient_ID_PT0027117,4.439293474809469e-08
Patient_ID_PT0032177,4.439070653306412e-08
Patient_ID_PT0030184,4.438991001826919e-08
Patient_ID_PT0037438,4.438864643364912e-08
Patient_ID_PT0039189,4.43823970634157e-08
Patient_ID_PT0040978,4.4381052887423934e-08
Patient_ID_PT0037536,4.438087096380272e-08
Patient_ID_PT0018732,4.437709080015334e-08
Patient_ID_PT0038240,4.437662979701405e-08
Patient_ID_PT0029985,4.437191689763395e-08
Patient_ID_PT0017753,4.43571033736515e-08
Patient_ID_PT0014284,4.4356362348337316e-08
Patient_ID_PT0034890,4.4356318884010196e-08
Patient_ID_PT0020291,4.434644817981225e-08
Patient_ID_PT0002343,4.433821351404296e-08
Patient_ID_PT0011017,4.4337366734802e-08
Patient_ID_PT0025176,4.433421947657205e-08
Patient_ID_PT0049714,4.432917017056761e-08
Patient_ID_PT0021077,4.432593403876054e-08
Patient_ID_PT0010309,4.432581088425524e-08
Patient_ID_PT0006317,4.432545102826098e-08
Patient_ID_PT0016272,4.432213529436888e-08
Patient_ID_PT0000783,4.431707703805918e-08
Patient_ID_PT0043342,4.430689890940541e-08
Patient_ID_PT0034253,4.430361973695379e-08
Patient_ID_PT0046542,4.429974985351668e-08
Patient_ID_PT0003577,4.429927975204669e-08
Patient_ID_PT0039232,4.429756550207167e-08
Patient_ID_PT0026042,4.429624473373991e-08
Patient_ID_PT0032102,4.42958572647925e-08
Patient_ID_PT0037067,4.429319730218852e-08
Patient_ID_PT0028924,4.4292598153632966e-08
Patient_ID_PT0031025,4.429258630462214e-08
Patient_ID_PT0049778,4.429102430822234e-08
Patient_ID_PT0003249,4.429065174717245e-08
Patient_ID_PT0036539,4.428999067625213e-08
Patient_ID_PT0048331,4.428266855843478e-08
Patient_ID_PT0044761,4.427998500752153e-08
Patient_ID_PT0015481,4.427894933405034e-08
Patient_ID_PT0004598,4.427021663955474e-08
Patient_ID_PT0043921,4.42687251172405e-08
Patient_ID_PT0033229,4.4263235428257293e-08
Patient_ID_PT0023103,4.4263001057606606e-08
Patient_ID_PT0000983,4.426291208418466e-08
Patient_ID_PT0033313,4.4262852672924e-08
Patient_ID_PT0015799,4.426281545366828e-08
Patient_ID_PT0034771,4.42594833215289e-08
Patient_ID_PT0036282,4.4253040794131364e-08
Patient_ID_PT0014030,4.425212182632715e-08
Patient_ID_PT0024956,4.424782804631726e-08
Patient_ID_PT0047045,4.4243630931401065e-08
Patient_ID_PT0000380,4.4243362971133886e-08
Patient_ID_PT0015622,4.4240452754768675e-08
Patient_ID_PT0017817,4.423976214195113e-08
Patient_ID_PT0009688,4.423595968659816e-08
Patient_ID_PT0017998,4.423192927055243e-08
Patient_ID_PT0032635,4.423177936401701e-08
Patient_ID_PT0031263,4.423101440325969e-08
Patient_ID_PT0041719,4.42254492619583e-08
Patient_ID_PT0003367,4.4224122764918455e-08
Patient_ID_PT0024083,4.4219267842199416e-08
Patient_ID_PT0013131,4.421029914516278e-08
Patient_ID_PT0014474,4.420888991192821e-08
Patient_ID_PT0044139,4.420420342098583e-08
Patient_ID_PT0003364,4.4203331024770994e-08
Patient_ID_PT0027842,4.420047966223505e-08
Patient_ID_PT0047500,4.4188493749726735e-08
Patient_ID_PT0000891,4.4181114889545326e-08
Patient_ID_PT0021693,4.417879010759308e-08
Patient_ID_PT0024833,4.41718834576945e-08
Patient_ID_PT0017850,4.417099143144708e-08
Patient_ID_PT0022098,4.417067112887769e-08
Patient_ID_PT0042897,4.417021421050464e-08
Patient_ID_PT0025457,4.4169638648898714e-08
Patient_ID_PT0009682,4.41667522590848e-08
Patient_ID_PT0002773,4.415546039627738e-08
Patient_ID_PT0021686,4.4154765926958336e-08
Patient_ID_PT0004675,4.415349538141387e-08
Patient_ID_PT0004240,4.4151774608240024e-08
Patient_ID_PT0035706,4.4151546208495444e-08
Patient_ID_PT0013583,4.4149159780628755e-08
Patient_ID_PT0034215,4.414359350775716e-08
Patient_ID_PT0012120,4.4131705435203625e-08
Patient_ID_PT0035275,4.4131160327638205e-08
Patient_ID_PT0001460,4.4124933288536905e-08
Patient_ID_PT0038503,4.412395516384398e-08
Patient_ID_PT0006055,4.412138928543381e-08
Patient_ID_PT0042515,4.412044845959199e-08
Patient_ID_PT0010479,4.412018857334376e-08
Patient_ID_PT0039633,4.411909864114678e-08
Patient_ID_PT0047325,4.411791458275098e-08
Patient_ID_PT0011347,4.411171442482201e-08
Patient_ID_PT0016015,4.411108411094099e-08
Patient_ID_PT0049805,4.410968442399e-08
Patient_ID_PT0043857,4.4108866206263506e-08
Patient_ID_PT0003800,4.410460661767122e-08
Patient_ID_PT0013644,4.410400253796605e-08
Patient_ID_PT0002382,4.410323265318669e-08
Patient_ID_PT0037545,4.409708306655862e-08
Patient_ID_PT0035786,4.409394169837814e-08
Patient_ID_PT0010937,4.409114471113298e-08
Patient_ID_PT0030362,4.409061682035097e-08
Patient_ID_PT0021381,4.408700671488884e-08
Patient_ID_PT0040951,4.4077889107176264e-08
Patient_ID_PT0031856,4.407483147384848e-08
Patient_ID_PT0020791,4.406995477430818e-08
Patient_ID_PT0004471,4.406909375040851e-08
Patient_ID_PT0025150,4.406751289711752e-08
Patient_ID_PT0005217,4.406409386782647e-08
Patient_ID_PT0017187,4.406035302069048e-08
Patient_ID_PT0012122,4.405802373842451e-08
Patient_ID_PT0045873,4.4056789160078994e-08
Patient_ID_PT0041604,4.4055281650054264e-08
Patient_ID_PT0019553,4.4055249786200566e-08
Patient_ID_PT0014826,4.4055224232997514e-08
Patient_ID_PT0035959,4.405316332096114e-08
Patient_ID_PT0011106,4.4050996479122037e-08
Patient_ID_PT0037135,4.404833837083719e-08
Patient_ID_PT0007783,4.404755493266202e-08
Patient_ID_PT0012159,4.40427205173157e-08
Patient_ID_PT0048687,4.4040532053460405e-08
Patient_ID_PT0041964,4.403872465547721e-08
Patient_ID_PT0017131,4.4027357458611887e-08
Patient_ID_PT0034555,4.402152453719972e-08
Patient_ID_PT0034740,4.402125529142824e-08
Patient_ID_PT0017858,4.4012381114070135e-08
Patient_ID_PT0035046,4.400820803980051e-08
Patient_ID_PT0044134,4.400214269361121e-08
Patient_ID_PT0031425,4.3996602011115116e-08
Patient_ID_PT0013496,4.399600133247634e-08
Patient_ID_PT0043958,4.3994964349150296e-08
Patient_ID_PT0026437,4.399449034705958e-08
Patient_ID_PT0039841,4.3976758938121944e-08
Patient_ID_PT0040191,4.397371331406544e-08
Patient_ID_PT0000814,4.396646079183971e-08
Patient_ID_PT0028165,4.3965921054706916e-08
Patient_ID_PT0003915,4.396278843251264e-08
Patient_ID_PT0028894,4.3962106663237525e-08
Patient_ID_PT0026815,4.395966065820892e-08
Patient_ID_PT0005189,4.395709411961702e-08
Patient_ID_PT0019430,4.395140172746745e-08
Patient_ID_PT0027029,4.3944789339761766e-08
Patient_ID_PT0007018,4.3943926431374176e-08
Patient_ID_PT0044479,4.393803118566727e-08
Patient_ID_PT0038975,4.3937606634186425e-08
Patient_ID_PT0025628,4.393512491606382e-08
Patient_ID_PT0047198,4.393200472669948e-08
Patient_ID_PT0016218,4.392851787911252e-08
Patient_ID_PT0021182,4.39281135465235e-08
Patient_ID_PT0003849,4.3924045649959676e-08
Patient_ID_PT0021290,4.3917405197198385e-08
Patient_ID_PT0035803,4.391477258168191e-08
Patient_ID_PT0046658,4.3914383282568754e-08
Patient_ID_PT0020622,4.3912206517580034e-08
Patient_ID_PT0037352,4.3910751632752404e-08
Patient_ID_PT0014309,4.3910340248873775e-08
Patient_ID_PT0039425,4.390685619599639e-08
Patient_ID_PT0009867,4.38950314188302e-08
Patient_ID_PT0010596,4.3880820904442805e-08
Patient_ID_PT0039724,4.3878402496247514e-08
Patient_ID_PT0047095,4.3872709661423393e-08
Patient_ID_PT0036598,4.3871914238850814e-08
Patient_ID_PT0016732,4.387113491682344e-08
Patient_ID_PT0001279,4.386377577719134e-08
Patient_ID_PT0029808,4.386359270567566e-08
Patient_ID_PT0003163,4.386313241468386e-08
Patient_ID_PT0006831,4.3862841578701287e-08
Patient_ID_PT0001672,4.3862267161427766e-08
Patient_ID_PT0026868,4.38619632050399e-08
Patient_ID_PT0032493,4.3859239482747856e-08
Patient_ID_PT0018059,4.38496536549763e-08
Patient_ID_PT0011585,4.384892121558468e-08
Patient_ID_PT0042447,4.383326248569114e-08
Patient_ID_PT0026107,4.382500958026536e-08
Patient_ID_PT0014253,4.3824631210973476e-08
Patient_ID_PT0000795,4.3820417780596006e-08
Patient_ID_PT0005534,4.381539331731919e-08
Patient_ID_PT0003106,4.3809744273331164e-08
Patient_ID_PT0036574,4.3806915972217276e-08
Patient_ID_PT0014588,4.38065006884106e-08
Patient_ID_PT0001573,4.3803192913013545e-08
Patient_ID_PT0013044,4.3803096893503374e-08
Patient_ID_PT0000379,4.3797862592215475e-08
Patient_ID_PT0006086,4.379700594686563e-08
Patient_ID_PT0009674,4.3794776698296533e-08
Patient_ID_PT0020151,4.379365045698334e-08
Patient_ID_PT0017103,4.379119772240487e-08
Patient_ID_PT0045956,4.378971000019831e-08
Patient_ID_PT0024997,4.378407518737634e-08
Patient_ID_PT0041848,4.378366625764489e-08
Patient_ID_PT0038951,4.37774984008313e-08
Patient_ID_PT0007938,4.3773778686365654e-08
Patient_ID_PT0046074,4.376466868264953e-08
Patient_ID_PT0047207,4.376342820826175e-08
Patient_ID_PT0038489,4.37618448584536e-08
Patient_ID_PT0022566,4.3760427629609764e-08
Patient_ID_PT0000059,4.375804755643757e-08
Patient_ID_PT0025170,4.3747127738715246e-08
Patient_ID_PT0017528,4.374651924948473e-08
Patient_ID_PT0044845,4.374269383089991e-08
Patient_ID_PT0036410,4.3742421118776195e-08
Patient_ID_PT0039985,4.374181083312102e-08
Patient_ID_PT0018349,4.3739438497452953e-08
Patient_ID_PT0034229,4.3737851860504265e-08
Patient_ID_PT0013678,4.373509502434768e-08
Patient_ID_PT0028521,4.3734348452460964e-08
Patient_ID_PT0006578,4.3731738091896073e-08
Patient_ID_PT0007358,4.372435093240354e-08
Patient_ID_PT0024095,4.3722868631186206e-08
Patient_ID_PT0012217,4.372018661758626e-08
Patient_ID_PT0001766,4.3717149938282144e-08
Patient_ID_PT0027320,4.3713426321454125e-08
Patient_ID_PT0003267,4.371338366861701e-08
Patient_ID_PT0024919,4.3712698913355957e-08
Patient_ID_PT0048496,4.371105827560565e-08
Patient_ID_PT0018644,4.3708072242450806e-08
Patient_ID_PT0041625,4.370679169781058e-08
Patient_ID_PT0031936,4.370558652419251e-08
Patient_ID_PT0024907,4.370162541518864e-08
Patient_ID_PT0044925,4.369493578964705e-08
Patient_ID_PT0012329,4.3686085273331784e-08
Patient_ID_PT0027875,4.368413562987905e-08
Patient_ID_PT0015657,4.368245862136027e-08
Patient_ID_PT0018646,4.3677536753243993e-08
Patient_ID_PT0006582,4.3673607034261287e-08
Patient_ID_PT0016172,4.366285964911177e-08
Patient_ID_PT0042884,4.3654517656942526e-08
Patient_ID_PT0001737,4.3654261305068864e-08
Patient_ID_PT0005313,4.365037667204036e-08
Patient_ID_PT0007363,4.363894318169804e-08
Patient_ID_PT0001955,4.362429251486811e-08
Patient_ID_PT0017333,4.36230889106507e-08
Patient_ID_PT0001776,4.362209238142408e-08
Patient_ID_PT0035531,4.362049727783275e-08
Patient_ID_PT0036408,4.361460350963226e-08
Patient_ID_PT0006036,4.360725885453019e-08
Patient_ID_PT0012749,4.359940743961248e-08
Patient_ID_PT0008114,4.359754981391503e-08
Patient_ID_PT0002913,4.3591734504497494e-08
Patient_ID_PT0021731,4.358092429225078e-08
Patient_ID_PT0020870,4.3580865998170384e-08
Patient_ID_PT0017106,4.3580432171087363e-08
Patient_ID_PT0028805,4.3578891173969216e-08
Patient_ID_PT0040171,4.357818739117193e-08
Patient_ID_PT0037259,4.357723101419779e-08
Patient_ID_PT0022258,4.357685477258908e-08
Patient_ID_PT0012265,4.357361577524831e-08
Patient_ID_PT0045696,4.35708771660406e-08
Patient_ID_PT0003603,4.356040288804373e-08
Patient_ID_PT0008315,4.3555766152924805e-08
Patient_ID_PT0023510,4.355356710999564e-08
Patient_ID_PT0024471,4.3550218541991646e-08
Patient_ID_PT0021593,4.354659970010681e-08
Patient_ID_PT0015808,4.35413449913561e-08
Patient_ID_PT0000168,4.353733160212295e-08
Patient_ID_PT0024372,4.353539352824704e-08
Patient_ID_PT0034652,4.352958770753242e-08
Patient_ID_PT0011881,4.352547604879937e-08
Patient_ID_PT0025880,4.35129682257286e-08
Patient_ID_PT0016794,4.3509522441717614e-08
Patient_ID_PT0000325,4.350945809576298e-08
Patient_ID_PT0037040,4.350817653838673e-08
Patient_ID_PT0042141,4.350807094414288e-08
Patient_ID_PT0004783,4.3506378731509016e-08
Patient_ID_PT0039207,4.350100419564972e-08
Patient_ID_PT0025148,4.3495433363214374e-08
Patient_ID_PT0010930,4.349255123732355e-08
Patient_ID_PT0035485,4.3486471908845055e-08
Patient_ID_PT0013738,4.348376249151233e-08
Patient_ID_PT0025296,4.348254845497803e-08
Patient_ID_PT0038824,4.348018964153802e-08
Patient_ID_PT0024866,4.347145174192967e-08
Patient_ID_PT0032481,4.3470973685724245e-08
Patient_ID_PT0048744,4.346813987497225e-08
Patient_ID_PT0029374,4.346381184551532e-08
Patient_ID_PT0033616,4.346331155960255e-08
Patient_ID_PT0026337,4.3446412496741946e-08
Patient_ID_PT0019556,4.344452244098433e-08
Patient_ID_PT0022735,4.344379907096355e-08
Patient_ID_PT0020698,4.344137541113162e-08
Patient_ID_PT0022449,4.3440747390305345e-08
Patient_ID_PT0001240,4.343311181205013e-08
Patient_ID_PT0038835,4.343141472371119e-08
Patient_ID_PT0045255,4.3425667482621246e-08
Patient_ID_PT0022513,4.3420695800072456e-08
Patient_ID_PT0000003,4.3416736184884124e-08
Patient_ID_PT0040822,4.3413999014625305e-08
Patient_ID_PT0010295,4.3413578431776863e-08
Patient_ID_PT0008911,4.341185686351176e-08
Patient_ID_PT0034060,4.341075676099811e-08
Patient_ID_PT0039440,4.3409558956915263e-08
Patient_ID_PT0015440,4.340634326293232e-08
Patient_ID_PT0018368,4.3406313488027895e-08
Patient_ID_PT0039710,4.3406235709524954e-08
Patient_ID_PT0027763,4.340274291052218e-08
Patient_ID_PT0025145,4.339394886081897e-08
Patient_ID_PT0021863,4.3391842942427914e-08
Patient_ID_PT0041203,4.338749955006909e-08
Patient_ID_PT0044031,4.3386158375888704e-08
Patient_ID_PT0048962,4.338081799644161e-08
Patient_ID_PT0024552,4.338032186743357e-08
Patient_ID_PT0046962,4.337648315976768e-08
Patient_ID_PT0020397,4.337366929376246e-08
Patient_ID_PT0009899,4.3364917288253996e-08
Patient_ID_PT0036262,4.33611190760414e-08
Patient_ID_PT0006512,4.33605304271613e-08
Patient_ID_PT0034735,4.335587540281439e-08
Patient_ID_PT0011381,4.33538434413558e-08
Patient_ID_PT0024764,4.335307931659333e-08
Patient_ID_PT0039323,4.335296482234927e-08
Patient_ID_PT0010299,4.335212670190953e-08
Patient_ID_PT0032269,4.334853493187782e-08
Patient_ID_PT0037733,4.334811177266959e-08
Patient_ID_PT0005706,4.334769586973963e-08
Patient_ID_PT0042876,4.3346621078084645e-08
Patient_ID_PT0013760,4.334361031281933e-08
Patient_ID_PT0032336,4.3337534054711523e-08
Patient_ID_PT0046492,4.3336032247158664e-08
Patient_ID_PT0030840,4.332181802738634e-08
Patient_ID_PT0005584,4.331883345041576e-08
Patient_ID_PT0011700,4.331018847371455e-08
Patient_ID_PT0026284,4.330875713129216e-08
Patient_ID_PT0003124,4.330599103101821e-08
Patient_ID_PT0014894,4.3294847559980826e-08
Patient_ID_PT0018357,4.327906748655639e-08
Patient_ID_PT0030913,4.327333334188933e-08
Patient_ID_PT0021053,4.3266231746166566e-08
Patient_ID_PT0016294,4.3265366629955094e-08
Patient_ID_PT0004640,4.326474127451434e-08
Patient_ID_PT0013873,4.325935325871055e-08
Patient_ID_PT0025246,4.325806204898402e-08
Patient_ID_PT0004497,4.325377963556483e-08
Patient_ID_PT0047676,4.324910652326057e-08
Patient_ID_PT0007853,4.324554732992858e-08
Patient_ID_PT0020203,4.3243991773303726e-08
Patient_ID_PT0040210,4.323810033852846e-08
Patient_ID_PT0042462,4.3236831059518055e-08
Patient_ID_PT0043780,4.322335193847348e-08
Patient_ID_PT0008260,4.322162303246551e-08
Patient_ID_PT0037574,4.321771957454304e-08
Patient_ID_PT0000656,4.321514378802225e-08
Patient_ID_PT0031988,4.321371017966217e-08
Patient_ID_PT0022009,4.3213015133009093e-08
Patient_ID_PT0013559,4.32123042292508e-08
Patient_ID_PT0010559,4.3199992554745184e-08
Patient_ID_PT0033406,4.319774922143452e-08
Patient_ID_PT0009168,4.3192858633661625e-08
Patient_ID_PT0026915,4.3189755715343176e-08
Patient_ID_PT0011566,4.318765311319744e-08
Patient_ID_PT0018449,4.318424430931905e-08
Patient_ID_PT0027792,4.317930288956796e-08
Patient_ID_PT0049445,4.317704637711941e-08
Patient_ID_PT0014860,4.3176685139291986e-08
Patient_ID_PT0006296,4.317359929347774e-08
Patient_ID_PT0040860,4.317297852132072e-08
Patient_ID_PT0023286,4.31701281578912e-08
Patient_ID_PT0025223,4.3165440008180907e-08
Patient_ID_PT0004994,4.315551483143177e-08
Patient_ID_PT0036284,4.3151877496832216e-08
Patient_ID_PT0043411,4.314901923693154e-08
Patient_ID_PT0039309,4.314882092614001e-08
Patient_ID_PT0004397,4.314750461174434e-08
Patient_ID_PT0003103,4.3144977035703805e-08
Patient_ID_PT0022799,4.3143742107773146e-08
Patient_ID_PT0033000,4.314350475041875e-08
Patient_ID_PT0001858,4.314109384312965e-08
Patient_ID_PT0048514,4.314049878826619e-08
Patient_ID_PT0020967,4.313276497384988e-08
Patient_ID_PT0032813,4.313255899348591e-08
Patient_ID_PT0042813,4.312562007712815e-08
Patient_ID_PT0047625,4.312425101786006e-08
Patient_ID_PT0009143,4.312375463823367e-08
Patient_ID_PT0046081,4.3123327024509365e-08
Patient_ID_PT0023938,4.312251899050399e-08
Patient_ID_PT0037747,4.3113027285954686e-08
Patient_ID_PT0025944,4.3106840031820254e-08
Patient_ID_PT0008387,4.310666231646558e-08
Patient_ID_PT0037036,4.310333932213009e-08
Patient_ID_PT0049996,4.310266760499576e-08
Patient_ID_PT0032918,4.310114116765086e-08
Patient_ID_PT0023775,4.3098269842548526e-08
Patient_ID_PT0030310,4.308817463561713e-08
Patient_ID_PT0049038,4.308730345042071e-08
Patient_ID_PT0010897,4.308300017839908e-08
Patient_ID_PT0017984,4.3082165989090005e-08
Patient_ID_PT0027871,4.307891932209845e-08
Patient_ID_PT0006294,4.307817635681794e-08
Patient_ID_PT0019211,4.307717954951705e-08
Patient_ID_PT0045372,4.307538972835696e-08
Patient_ID_PT0043966,4.307320417748817e-08
Patient_ID_PT0024301,4.3072203873637854e-08
Patient_ID_PT0027914,4.30682731707701e-08
Patient_ID_PT0003866,4.3062424143366264e-08
Patient_ID_PT0022715,4.3060222374689485e-08
Patient_ID_PT0027543,4.3059976431696054e-08
Patient_ID_PT0022576,4.3056916532204756e-08
Patient_ID_PT0041165,4.305348806217169e-08
Patient_ID_PT0026558,4.3051463413774296e-08
Patient_ID_PT0006487,4.3031902066204624e-08
Patient_ID_PT0046566,4.3030348144709425e-08
Patient_ID_PT0027327,4.302972357324628e-08
Patient_ID_PT0031771,4.3028683961748746e-08
Patient_ID_PT0048673,4.3026284495540534e-08
Patient_ID_PT0021035,4.302303125568746e-08
Patient_ID_PT0016516,4.301921410587051e-08
Patient_ID_PT0037146,4.30176691952318e-08
Patient_ID_PT0000537,4.301554193891041e-08
Patient_ID_PT0024882,4.301164234535139e-08
Patient_ID_PT0007906,4.301113068088147e-08
Patient_ID_PT0002805,4.30102626474158e-08
Patient_ID_PT0025760,4.29936108527856e-08
Patient_ID_PT0043517,4.2992859761013176e-08
Patient_ID_PT0042252,4.2992357435559274e-08
Patient_ID_PT0040942,4.2983702970379414e-08
Patient_ID_PT0006449,4.2979475639612955e-08
Patient_ID_PT0029038,4.297561390143581e-08
Patient_ID_PT0028422,4.29745460560933e-08
Patient_ID_PT0009017,4.297366786526466e-08
Patient_ID_PT0047728,4.29730042114396e-08
Patient_ID_PT0044766,4.2968588082112506e-08
Patient_ID_PT0013808,4.296312610129154e-08
Patient_ID_PT0008750,4.29610361415531e-08
Patient_ID_PT0002316,4.296045653599471e-08
Patient_ID_PT0024558,4.295993746568938e-08
Patient_ID_PT0011001,4.295677211096747e-08
Patient_ID_PT0023915,4.294855165171892e-08
Patient_ID_PT0028037,4.294844301491689e-08
Patient_ID_PT0030082,4.294254068630644e-08
Patient_ID_PT0015057,4.294222676341484e-08
Patient_ID_PT0003856,4.293934110709443e-08
Patient_ID_PT0023173,4.293554569289239e-08
Patient_ID_PT0003530,4.293192190735588e-08
Patient_ID_PT0004113,4.293129239566846e-08
Patient_ID_PT0041109,4.2929281531836576e-08
Patient_ID_PT0033008,4.292793048782946e-08
Patient_ID_PT0028005,4.292330669408971e-08
Patient_ID_PT0037847,4.2922839952281785e-08
Patient_ID_PT0014771,4.292078894967348e-08
Patient_ID_PT0030806,4.291375975331345e-08
Patient_ID_PT0015856,4.291304697997932e-08
Patient_ID_PT0017119,4.291081711788853e-08
Patient_ID_PT0049623,4.290359926171352e-08
Patient_ID_PT0043273,4.290138344146161e-08
Patient_ID_PT0035254,4.290000793855108e-08
Patient_ID_PT0015185,4.2899107835054045e-08
Patient_ID_PT0026242,4.2894442545416865e-08
Patient_ID_PT0037952,4.2890740237787235e-08
Patient_ID_PT0023862,4.288405344348789e-08
Patient_ID_PT0044143,4.288167645491888e-08
Patient_ID_PT0031212,4.287944222703338e-08
Patient_ID_PT0033164,4.287774621088407e-08
Patient_ID_PT0015227,4.287699437653454e-08
Patient_ID_PT0013910,4.2868984417013305e-08
Patient_ID_PT0047495,4.286648299852181e-08
Patient_ID_PT0020978,4.2866273912118574e-08
Patient_ID_PT0045438,4.2863673883507236e-08
Patient_ID_PT0005091,4.2861936606178384e-08
Patient_ID_PT0025000,4.285477367193284e-08
Patient_ID_PT0044594,4.285117459879613e-08
Patient_ID_PT0002428,4.284628515229718e-08
Patient_ID_PT0015331,4.2845592864660994e-08
Patient_ID_PT0032277,4.284284909375868e-08
Patient_ID_PT0039901,4.284104872997992e-08
Patient_ID_PT0005986,4.2839699261264055e-08
Patient_ID_PT0044686,4.2832324055702885e-08
Patient_ID_PT0024435,4.2830587601025634e-08
Patient_ID_PT0018224,4.282899125962584e-08
Patient_ID_PT0018165,4.282244277686063e-08
Patient_ID_PT0013325,4.2816753002325704e-08
Patient_ID_PT0002039,4.2815835353797676e-08
Patient_ID_PT0041616,4.280195083236688e-08
Patient_ID_PT0022129,4.279977017992647e-08
Patient_ID_PT0018781,4.279711909141845e-08
Patient_ID_PT0003982,4.27865595894106e-08
Patient_ID_PT0017352,4.278131779338734e-08
Patient_ID_PT0027810,4.2780129790254775e-08
Patient_ID_PT0009864,4.277789427371839e-08
Patient_ID_PT0007313,4.2772884417715355e-08
Patient_ID_PT0034026,4.2772061858715686e-08
Patient_ID_PT0039556,4.277068493727757e-08
Patient_ID_PT0004718,4.277018431392913e-08
Patient_ID_PT0011066,4.276918538344098e-08
Patient_ID_PT0048656,4.2766117563026646e-08
Patient_ID_PT0042038,4.2759021227137036e-08
Patient_ID_PT0031301,4.274868411799312e-08
Patient_ID_PT0002091,4.2744535094904176e-08
Patient_ID_PT0017818,4.274403345887583e-08
Patient_ID_PT0012634,4.2743221763339146e-08
Patient_ID_PT0048536,4.272340551099781e-08
Patient_ID_PT0021751,4.272015170221213e-08
Patient_ID_PT0020232,4.271979812958684e-08
Patient_ID_PT0046199,4.2717840376084714e-08
Patient_ID_PT0042987,4.27118242421392e-08
Patient_ID_PT0031335,4.271149471250944e-08
Patient_ID_PT0016102,4.271048652846743e-08
Patient_ID_PT0004358,4.2709728817795206e-08
Patient_ID_PT0015997,4.270830948526722e-08
Patient_ID_PT0006053,4.270561682888332e-08
Patient_ID_PT0018162,4.270351179870892e-08
Patient_ID_PT0034476,4.270318408004232e-08
Patient_ID_PT0013357,4.270203720518815e-08
Patient_ID_PT0034805,4.270072594814258e-08
Patient_ID_PT0006991,4.269253895322159e-08
Patient_ID_PT0001293,4.268957794332307e-08
Patient_ID_PT0000923,4.2688383181430366e-08
Patient_ID_PT0041577,4.2687719657252725e-08
Patient_ID_PT0045632,4.26787516209034e-08
Patient_ID_PT0016143,4.2677976600845686e-08
Patient_ID_PT0040380,4.267408707538568e-08
Patient_ID_PT0040949,4.2667314896893246e-08
Patient_ID_PT0043862,4.2658141628619294e-08
Patient_ID_PT0000829,4.265016723782e-08
Patient_ID_PT0032264,4.2649795682630263e-08
Patient_ID_PT0014618,4.2645998744550526e-08
Patient_ID_PT0026686,4.264533188366757e-08
Patient_ID_PT0024617,4.2640710679824214e-08
Patient_ID_PT0000692,4.263479186974908e-08
Patient_ID_PT0024082,4.2633737372107445e-08
Patient_ID_PT0014604,4.2633678019719e-08
Patient_ID_PT0041409,4.262647166426717e-08
Patient_ID_PT0025859,4.2625918353831855e-08
Patient_ID_PT0021624,4.2625083241725835e-08
Patient_ID_PT0005889,4.2621454352044165e-08
Patient_ID_PT0006083,4.261976270170045e-08
Patient_ID_PT0017775,4.261860197821205e-08
Patient_ID_PT0030251,4.261806345720121e-08
Patient_ID_PT0021068,4.2614114106584045e-08
Patient_ID_PT0045060,4.260599534361067e-08
Patient_ID_PT0049567,4.260156031346469e-08
Patient_ID_PT0007147,4.2597829659723546e-08
Patient_ID_PT0004949,4.259531563715149e-08
Patient_ID_PT0023109,4.25904172373395e-08
Patient_ID_PT0005695,4.2590265877236516e-08
Patient_ID_PT0032648,4.258907542134164e-08
Patient_ID_PT0022336,4.258448395196369e-08
Patient_ID_PT0026118,4.2580597470637866e-08
Patient_ID_PT0043329,4.2576555762136395e-08
Patient_ID_PT0025206,4.257639030121508e-08
Patient_ID_PT0046594,4.257350639654106e-08
Patient_ID_PT0026983,4.25716938579798e-08
